date,instance_usage,cpu_usage,mem_usage,MISC_usage,P100_usage,T4_usage,V100_usage,V100M32_usage,MISC_mem_usage,P100_mem_usage,T4_mem_usage,V100_mem_usage,V100M32_mem_usage
2020-07-01 02:05:00,661.4966666666667,37920707762.57344,1599664254.599248,987949537.7990814,5253062131.565015,106810589.65497276,567180070.1501449,0.0,170379620.3888721,693094613.9560547,21165127.38136789,96106759.52560776,0.0
2020-07-01 02:10:00,662.0,37926436321.71254,1600088085.2283983,988275134.1781356,5253062131.565015,106810589.65497276,567180070.1501449,0.0,170422903.08469993,693094613.9560547,21165127.38136789,96106759.52560776,0.0
2020-07-01 02:15:00,662.0,37926436321.71254,1600088085.2283983,988275134.1781356,5253062131.565015,106810589.65497276,567180070.1501449,0.0,170422903.08469993,693094613.9560547,21165127.38136789,96106759.52560776,0.0
2020-07-01 02:20:00,662.0,37926436321.71254,1600088085.2283983,988275134.1781356,5253062131.565015,106810589.65497276,567180070.1501449,0.0,170422903.08469993,693094613.9560547,21165127.38136789,96106759.52560776,0.0
2020-07-01 02:25:00,662.0,37926436321.71254,1600088085.2283983,988275134.1781356,5253062131.565015,106810589.65497276,567180070.1501449,0.0,170422903.08469993,693094613.9560547,21165127.38136789,96106759.52560776,0.0
2020-07-01 02:30:00,662.6633333333333,37935686614.90516,1600123666.6948545,988275134.1781356,5253062131.565015,106835687.09275056,567180070.1501449,0.0,170422903.08469993,693094613.9560547,21169691.16652414,96106759.52560776,0.0
2020-07-01 02:35:00,663.0,37940381487.32956,1600141725.630091,988275134.1781356,5253062131.565015,106848424.98830608,567180070.1501449,0.0,170422903.08469993,693094613.9560547,21172007.45949289,96106759.52560776,0.0
2020-07-01 02:40:00,663.0,37940381487.32956,1600141725.630091,988275134.1781356,5253062131.565015,106848424.98830608,567180070.1501449,0.0,170422903.08469993,693094613.9560547,21172007.45949289,96106759.52560776,0.0
2020-07-01 02:45:00,663.74,37949405396.01404,1600195077.6712086,988275134.1781356,5253062131.565015,107091173.7344752,567180070.1501449,0.0,170422903.08469993,693094613.9560547,21181669.61236724,96106759.52560776,0.0
2020-07-01 02:50:00,669.0,38013767572.36781,1600576856.2491877,988275134.1781356,5253062131.565015,108846920.76061442,567180070.1501449,0.0,170422903.08469993,693094613.9560547,21250751.7221882,96106759.52560776,0.0
2020-07-01 02:55:00,671.8,38073896001.61069,1600840455.60013,988275134.1781356,5253062131.565015,109531213.86544313,567180070.1501449,0.0,170422903.08469993,693094613.9560547,21281702.31789133,96106759.52560776,0.0
2020-07-01 03:00:00,687.25,38451975218.47341,1623538509.925393,997867711.2383556,5253062131.565015,111393134.7807221,583131312.2733555,0.0,173420275.61407167,693094613.9560547,21343022.00384836,97213919.57107653,0.0
2020-07-01 03:05:00,710.0,38647550115.71537,1655715402.0018806,1019665332.5064338,5253062131.565015,112114450.89790842,584708907.6481786,0.0,180209521.70188743,693094613.9560547,21355880.61964914,97323418.91623276,0.0
2020-07-01 03:10:00,718.78,38689641144.805046,1656551978.6546216,1029430168.1447556,5253062131.565015,112114450.89790842,584708907.6481786,0.0,182302511.59289005,693094613.9560547,21355880.61964914,97323418.91623276,0.0
2020-07-01 03:15:00,730.0,38743436290.02058,1657620942.052272,1041908360.5390856,5253062131.565015,112114450.89790842,584708907.6481786,0.0,184977148.9938796,693094613.9560547,21355880.61964914,97323418.91623276,0.0
2020-07-01 03:20:00,730.0,38743436290.02058,1657620942.052272,1041908360.5390856,5253062131.565015,112114450.89790842,584708907.6481786,0.0,184977148.9938796,693094613.9560547,21355880.61964914,97323418.91623276,0.0
2020-07-01 03:25:00,730.2366666666667,38795452287.63695,1659784803.2118585,1041908360.5390856,5253062131.565015,112114450.89790842,589057580.7369195,0.0,184977148.9938796,693094613.9560547,21355880.61964914,97622073.739182,0.0
2020-07-01 03:30:00,741.0966666666667,39018586453.791824,1668289152.5920303,1054036420.0187522,5253062131.565015,112114450.89790842,603083582.6710274,0.0,188627549.4318256,693094613.9560547,21355880.61964914,98585340.70334214,0.0
2020-07-01 03:35:00,750.3066666666666,39195390278.48895,1670554592.29746,1063541754.7469397,5263870963.607053,112114450.89790842,603083582.6710274,0.0,191484570.88450465,695488878.221276,21355880.61964914,98585340.70334214,0.0
2020-07-01 03:40:00,763.0,40491365945.56103,1680965223.542946,1063541754.7469397,5368871046.301134,112114450.89790842,603083582.6710274,0.0,191484570.88450465,718747445.3691406,21355880.61964914,98585340.70334214,0.0
2020-07-01 03:45:00,764.4766666666667,40638594241.58517,1682101233.1404395,1063541754.7469397,5380233211.630518,112114450.89790842,603083582.6710274,0.0,191484570.88450465,721606661.8659896,21355880.61964914,98585340.70334214,0.0
2020-07-01 03:50:00,796.4633333333334,41960072681.66303,1696844243.7880275,1089130625.1038098,5461190722.296658,112114450.89790842,603083582.6710274,0.0,194409731.40578392,741982608.8056641,21355880.61964914,98585340.70334214,0.0
2020-07-01 03:55:00,809.5833333333333,42106458924.68619,1702082168.4964898,1100183057.0368466,5461190722.296658,114354617.75477552,603083582.6710274,0.0,195662484.40989524,741982608.8056641,21854301.381704427,98585340.70334214,0.0
2020-07-01 04:00:00,812.4166666666666,42120708533.57479,1704132588.1371791,1100741029.3974965,5461190722.296658,116450257.71765122,603083582.6710274,0.0,195690560.7193028,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 04:05:00,813.0,42129898183.86447,1704242566.702157,1101522190.702406,5461190722.296658,116450257.71765122,603083582.6710274,0.0,195729867.55247337,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 04:10:00,813.0,42129898183.86447,1704242566.702157,1101522190.702406,5461190722.296658,116450257.71765122,603083582.6710274,0.0,195729867.55247337,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 04:15:00,817.5066666666667,42284004587.66707,1706238669.666786,1110574168.828343,5461190722.296658,116450257.71765122,603083582.6710274,0.0,197713962.84476176,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 04:20:00,858.4133333333334,42910531986.02074,1736604121.619866,1144895141.3105395,5461190722.296658,116450257.71765122,603083582.6710274,0.0,217008067.8108328,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 04:25:00,878.8066666666666,43143686645.27055,1752395392.7693543,1157005909.0585265,5461190722.296658,116450257.71765122,603083582.6710274,0.0,226362327.54466084,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 04:30:00,880.8066666666666,43204550945.89853,1753246885.3227646,1160185498.811918,5461190722.296658,116450257.71765122,603083582.6710274,0.0,227174799.3681309,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 04:35:00,881.0,43210991495.749794,1753334367.2617517,1160525750.1139414,5461190722.296658,116450257.71765122,603083582.6710274,0.0,227261742.8473952,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 04:40:00,886.5966666666667,43372194143.26506,1763726311.6484249,1164820631.5187814,5461190722.296658,116450257.71765122,603083582.6710274,0.0,230571733.75634053,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 04:45:00,888.0,43412618045.90049,1766332144.496965,1165898668.637292,5461190722.296658,116450257.71765122,603083582.6710274,0.0,231401860.01341084,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 04:50:00,888.3966666666666,43414482753.08156,1766376271.286562,1166153617.7560768,5461190722.296658,116450257.71765122,603083582.6710274,0.0,231423438.3407416,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 04:55:00,889.0,43417318988.37377,1766443388.5043523,1166541397.508178,5461190722.296658,116450257.71765122,603083582.6710274,0.0,231456259.1579421,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 05:00:00,889.95,43420186687.49266,1766585720.5583074,1166541397.508178,5461190722.296658,116450257.71765122,603083582.6710274,0.0,231456259.1579421,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 05:05:00,890.0,43420337619.02524,1766593211.7190418,1166541397.508178,5461190722.296658,116450257.71765122,603083582.6710274,0.0,231456259.1579421,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 05:10:00,890.22,43421484028.8836,1766631234.96935,1166553803.301194,5461190722.296658,116450257.71765122,603083582.6710274,0.0,231457464.52977803,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 05:15:00,891.0,43425548572.92687,1766766044.674988,1166597787.476432,5461190722.296658,116450257.71765122,603083582.6710274,0.0,231461738.1208327,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 05:20:00,891.0,43425548572.92687,1766766044.674988,1166597787.476432,5461190722.296658,116450257.71765122,603083582.6710274,0.0,231461738.1208327,741982608.8056641,22320565.9655626,98585340.70334214,0.0
2020-07-01 05:25:00,891.48,43427605271.388725,1767015009.8503728,1166597787.476432,5461190722.296658,116564752.38457136,603083582.6710274,0.0,231461738.1208327,741982608.8056641,22353664.01634385,98585340.70334214,0.0
2020-07-01 05:30:00,893.6333333333333,43458486871.645775,1770370796.2231886,1167360525.0463202,5461190722.296658,116688788.27373488,603083582.6710274,0.0,231695551.7630853,741982608.8056641,22389520.23802354,98585340.70334214,0.0
2020-07-01 05:35:00,897.0,43517944658.80517,1776722369.1147397,1168933398.9073796,5461190722.296658,116688788.27373488,603083582.6710274,0.0,232178051.57298115,741982608.8056641,22389520.23802354,98585340.70334214,0.0
2020-07-01 05:40:00,899.11,43540576475.94365,1776800034.53961,1168933398.9073796,5461190722.296658,116957953.30345406,603083582.6710274,0.0,232178051.57298115,741982608.8056641,22399617.85319932,98585340.70334214,0.0
2020-07-01 05:45:00,900.73,43556014569.22097,1777706617.7991333,1173702344.0146482,5461190722.296658,117071487.36812235,603083582.6710274,0.0,232639362.650862,741982608.8056641,22403877.036851663,98585340.70334214,0.0
2020-07-01 05:50:00,901.2766666666666,43578204236.69856,1778150514.60797,1175466200.424186,5461190722.296658,117071487.36812235,604572665.218039,0.0,232809984.5563796,741982608.8056641,22403877.036851663,98645090.54340726,0.0
