date,instance_request,cpu_request,mem_request,MISC_request,P100_request,T4_request,V100M32_request,V100_request
2020-07-07 07:00:00,5976.763333333333,393345283276.0,14835262560.978647,17236840048.13333,7364343165.666666,1463335481.3333333,7212891000.0,4719606705.0
2020-07-07 07:05:00,5997.01,393032853674.0,14822034576.381512,17215141591.716667,7362615500.0,1455993051.1666667,7212891000.0,4718840100.0
2020-07-07 07:10:00,6233.026666666667,393222348782.0,14828094038.539062,17227389820.083332,7361074155.666667,1456052065.8333333,7212891000.0,4717803031.333334
2020-07-07 07:15:00,6240.266666666667,393162760522.0,14828072386.382812,17228131128.083332,7360259200.0,1456573043.0,7212891000.0,4715665400.0
2020-07-07 07:20:00,6251.986666666665,392998662484.6666,14825238107.752865,17218920251.86667,7360259200.0,1458181679.6666667,7212891000.0,4715665400.0
2020-07-07 07:25:00,6235.126666666666,392758800874.0,14822774119.200571,17217764254.9,7360259200.0,1449608576.0,7212891000.0,4715665400.0
2020-07-07 07:30:00,6089.256666666668,392144264790.0,14805763855.583307,17207310505.649998,7360259200.0,1432399275.3333335,7212891000.0,4715280283.333334
2020-07-07 07:35:00,5916.219999999999,391701952047.3333,14787327947.565647,17194774975.916664,7360259200.0,1419010801.0,7212891000.0,4712364400.0
2020-07-07 07:40:00,5840.886666666668,391039530253.0,14770151330.756351,17158031444.566668,7358429082.666666,1412723725.6666665,7212568370.666667,4704202656.0
2020-07-07 07:45:00,5821.883333333335,390136726140.0,14755276142.576223,17142981755.75,7357338800.0,1394035352.3333333,7116102200.0,4683893200.0
2020-07-07 07:50:00,5763.02,389179975512.6666,14714637117.468828,17133117114.25,7317059120.0,1388369046.0000002,7116102200.0,4659755554.333333
2020-07-07 07:55:00,5711.833333333334,381626944432.6667,14437783058.284897,17150490143.250002,7210307666.666666,1380184716.6666667,7116102200.0,4395523015.0
2020-07-07 08:00:00,5568.863333333334,375894901673.3333,14274137096.913383,17142010156.566668,7216188575.666667,1370899168.5,7115974196.666667,4353212358.0
2020-07-07 08:05:00,5594.773333333333,376195493008.0,14286576680.838545,17149087882.916666,7222466898.666666,1366237005.0000002,7103868910.666667,4353188400.0
2020-07-07 08:10:00,5612.813333333332,377476832936.6667,14325052555.906378,17146169987.66667,7224296100.0,1366330557.6666665,7091018484.0,4351599274.0
2020-07-07 08:15:00,5564.9,377510301670.6667,14326114644.594336,17152997301.333334,7224296100.0,1366120613.8333333,7087970900.0,4347286853.333334
2020-07-07 08:20:00,5574.733333333332,377173477292.0,14315223918.048971,17143150024.0,7224296100.0,1363177831.0000002,7087970900.0,4339126280.0
2020-07-07 08:25:00,5505.556666666666,374440620089.0,14272058060.155144,17241820624.833332,7224296100.0,1360761649.0,7032074500.0,4222224940.0
2020-07-07 08:30:00,5414.86,370801326250.6667,14122596524.98724,17210044090.583332,7224296100.0,1358547450.0,6999239668.0,3864404811.666667
2020-07-07 08:35:00,5368.493333333334,369120446806.6666,14032644578.21022,17201260039.833332,7224296100.0,1358588872.6666667,6990594100.0,3633857718.666667
2020-07-07 08:40:00,5443.393333333334,369192441027.3334,14048728478.66379,17216519923.0,7240061469.0,1354719360.1666665,6990594100.0,3631592900.0
2020-07-07 08:45:00,5451.956666666666,369585398230.6667,14103050838.513542,17211221335.916664,7332877556.333333,1352715238.0,6990594100.0,3631592900.0
2020-07-07 08:50:00,5312.346666666666,369314320702.0,13968372668.133986,17221791893.149998,7330590977.333333,1352695395.3333333,6984091695.0,3574884075.0
2020-07-07 08:55:00,5246.33,369070377911.6666,13939313324.924284,17230442848.583336,7328638155.0,1352316094.8333335,6969157600.0,3571610490.0
2020-07-07 09:00:00,5186.796666666667,368236008625.0,13915564697.246824,17148995394.433332,7322299463.666666,1339758174.0000002,6991802592.0,3595804045.333333
2020-07-07 09:05:00,5148.036666666666,365819452864.3333,13816622791.961718,16979198782.749998,7305969208.666666,1334262531.0,7011884000.0,3597308170.6666665
2020-07-07 09:10:00,5118.246666666667,362282106229.3334,13687624154.395834,16807046055.649998,7303855300.0,1333272410.6666667,7011884000.0,3580023600.0
2020-07-07 09:15:00,5037.3533333333335,362158846881.3333,13687467559.566015,16807431630.25,7303855300.0,1333285753.6666667,7011884000.0,3580023600.0
2020-07-07 09:20:00,4972.429999999999,359226267814.6666,13568748001.107944,16722023190.133331,7188367900.0,1335775616.0833333,7011884000.0,3580023600.0
2020-07-07 09:25:00,4770.823333333333,352375948669.6666,13329643406.397009,16679190915.0,6931315300.0,1145625925.266667,7011884000.0,3524611013.333333
2020-07-07 09:30:00,4693.740000000001,350377415158.0,13271997094.91992,16667123774.766666,6931315300.0,1127196682.5333333,7011884000.0,3483912143.0
2020-07-07 09:35:00,4825.316666666668,350748099794.0,13285688628.70104,16717498357.166668,6931315300.0,1127228267.0,7011884000.0,3474878148.0
2020-07-07 09:40:00,4919.26,349798511985.3334,13255639917.84932,16842722727.416666,6916171577.333334,1120274675.3333333,6778882050.666667,3467845005.1666665
2020-07-07 09:45:00,4916.833333333333,349419025736.0,13243823047.275051,16906905353.466667,6890280043.333334,1118735855.6666665,6716986800.0,3443722184.333333
2020-07-07 09:50:00,4909.56,348808096530.6667,13226779360.68151,16904321741.966667,6888842006.666666,1118704367.8333333,6716986800.0,3413551512.333333
2020-07-07 09:55:00,4903.15,347699582120.6666,13172406627.473305,16882909181.166666,6837866600.0,1115513919.0,6716986800.0,3397723168.6666665
2020-07-07 10:00:00,4824.969999999999,345069135480.6667,13055209437.268152,16813981311.083336,6791661800.0,1107223003.8333333,6716986800.0,3377124250.666667
2020-07-07 10:05:00,4735.946666666667,344206048014.0,13020039252.746874,16795816008.966663,6791661800.0,1105390212.3333333,6716986800.0,3345166160.666666
2020-07-07 10:10:00,4828.416666666666,345326848616.6666,13054666284.93418,16788924859.8,6794729960.0,1105392294.8333335,6716986800.0,3325447424.0
2020-07-07 10:15:00,4906.17,345226478306.6667,13050210000.572449,16789215553.7,6798189800.0,1102709615.0666668,6712007388.0,3311131440.333333
2020-07-07 10:20:00,4942.066666666667,346724601742.0,13082983213.320312,16887340370.166666,6802355312.0,1100936338.9166667,6711234300.0,3290239851.0
2020-07-07 10:25:00,5033.579999999999,349322916818.3334,13141782131.76542,16855034160.416668,7038211666.666666,1096273589.1666667,6711234300.0,3286467543.333333
